Fabric_Type,Weight_gsm,Breathability,Insulation,Tensile_Strength,Moisture_Absorption,Recyclability,Biodegradability,Cost_Rs_per_meter,Terrain,Performance_Score
Blended Fabric A,158.74515358470939,9.575988515963736,2.217118379453271,2.7199579428413103,4.784937392080465,6.306258589780153,6.434354970714445,473.36521256506836,Jungle,50.39
Blended Fabric C,372.83197043451605,4.528612477471352,4.908625924872674,7.322474051415206,6.966963067590107,4.440673134648661,4.7281982636890305,554.6564679612316,Humid Coast,48.07
Acrylic,138.02159234627277,6.450501767379793,4.950369492246677,5.211878205631584,5.090890622747867,9.09955132051294,1.7838482580590949,1185.207101711343,Humid Coast,53.12
Polyester,381.72068708911684,5.073399594439402,5.50058672698225,9.65165069026825,5.126059548542467,5.53193625678632,3.990288863704456,95.85980349274234,Jungle,64.1
Blended Fabric A,300.7826913963383,1.0585778219614856,8.209474972955459,5.431740527156922,5.686708252475736,9.655693193533306,3.560150427902361,1154.3953840038425,Hot Desert,25.42
Rayon,213.70158456995978,3.5128678506784157,5.9151335713204105,4.374470317173823,3.0062006094669753,8.553125333023862,5.282484355011621,1278.607824726804,Humid Coast,54.04
Cotton,381.6288685686117,7.412056882407798,5.696104701200193,2.4537153006933514,4.457588996839757,6.266100925514389,7.526803569361784,971.3293583447128,Humid Coast,50.05
Polyester,120.46892101198978,7.941129999560649,8.225497398251868,4.31870305884994,6.9273566306962415,5.393435304494996,3.0510378793893405,1153.833207776232,Humid Coast,49.35
Blended Fabric C,140.80588957294754,7.473441734098339,5.128516484475214,4.990359293550399,6.4410658020101135,2.415371025226036,9.083385006631834,724.4079865420999,Humid Coast,49.28
Rayon,120.54099484966159,2.5115878393067286,9.283242825224741,5.109553300597501,7.499655274233347,1.7246471739267988,6.7911808971383545,1386.2028288892607,Jungle,39.64
Rayon,380.8701133810722,7.473902984242482,1.5609295214566958,4.408634325343949,1.7719548047855955,8.751858365792568,6.594964310832539,1436.7535300091342,Humid Coast,62.65
Wool,215.38795835324936,1.9392768958995528,4.154390403579215,2.456981410209283,3.959143839940782,8.37335804249826,2.4462939383443323,736.8138975806729,Jungle,39.57
Rayon,399.609372113378,3.2557700635757496,9.420113536894902,3.3524981272092296,4.72175649085234,8.901312510099945,8.075584944318233,1293.3569579744162,Hot Desert,28.87
Wool,155.21952160321322,6.029156038875419,4.4672564652572975,5.137398716035318,2.385606719112677,3.8419080330265345,8.718824092799682,1351.4596943349377,Jungle,62.4
Cotton,239.4455222402409,7.415557193343703,6.47967925199982,9.853075057130322,2.7107991294778295,5.041402536218334,9.264164520569983,1376.3687368673602,Hot Desert,66.54
Blended Fabric B,123.13888064044207,8.334621707436122,6.2664866785301285,7.958494142715311,5.162712682695313,2.8349552974314394,1.2159046673156875,860.7504898176406,Cold Desert,53.99
Wool,139.88390675130287,4.926750678614479,4.97869366095008,3.4694838118513474,2.1872998758112163,9.504574766401038,2.1847655429043393,558.6202476716378,Hot Desert,43.8
Nylon,147.22398617282497,2.5561972269146995,6.763655052277067,9.274553570878107,5.579664807248934,3.6817709711197986,2.432441779500037,1253.7078793262617,Humid Coast,57.38
Blended Fabric A,191.7297284697126,3.6185538299691604,6.413436576774472,7.977960828580832,5.098625231946979,6.6706583487485425,7.448941612209627,1442.85881739146,Cold Desert,64.18
Wool,399.16239802411826,4.529409897171059,7.5088012845389835,6.151729401756975,5.380017553079561,7.282678318584279,4.561784652012356,232.85947293836927,Jungle,53.5
Kevlar,247.01307861834195,2.817119380599453,9.420574206957914,3.0472808198166215,4.6830483467568795,2.39436718160251,5.822169815682497,496.07453174513,Cold Desert,68.78
Nylon,151.87741326662461,1.4839761515384418,8.013039859740298,6.769776555636925,4.066654201399116,1.4274480221409,8.790175564274088,296.20275715673506,Cold Desert,74.49
Blended Fabric B,233.1505211507067,4.063480389176354,7.675835292018675,8.891554654676671,4.336422072811397,4.6660937695316855,4.898423974124777,1387.3684391440702,Hot Desert,47.09
Blended Fabric A,159.24675745460976,2.6649972775178146,3.0733089708233448,3.372075002669657,3.0716514220060134,6.926558024731565,2.0434015959175573,611.6698100765431,Cold Desert,47.56
Blended Fabric A,173.07519166173788,1.5874694623149224,1.7364153056137146,2.133700986742177,8.522587223813396,6.920771550444728,1.580701699878803,617.0498747695588,Humid Coast,17.22
Acrylic,232.2188652105473,7.74910236395982,3.7261184068814757,8.013759860695883,3.9039612984760654,4.8702122861050885,5.315340500305281,1393.2263056561164,Cold Desert,47.63
Rayon,312.481107010228,9.523986527310303,3.276231350479889,7.679611344656408,1.491636598898361,6.681211486854572,4.157630416469617,1164.9186873438389,Hot Desert,77.92
Acrylic,212.168675722089,3.074477658097718,5.575714295746107,6.937030384296205,1.4027699727424316,7.441996164994743,7.846850688254762,290.964312268958,Jungle,66.92
Wool,145.2110574530806,8.169658408605734,3.448027503380702,8.16342254248919,5.864714730449641,7.904541971546278,5.9830573751164975,536.8649038570966,Cold Desert,42.05
Wool,234.8975368050149,6.736856287377425,6.542590202820937,4.223045948538431,4.8139457210156955,3.8643109986980857,9.995663182739078,891.0934582773646,Cold Desert,51.51
Kevlar,246.11429878452338,1.449657682046559,3.597868434816693,5.013650043785648,5.808434379417207,9.785632597554294,9.83999551423737,192.20058636421388,Hot Desert,35.89
Blended Fabric B,341.4750064614765,3.1394153822747928,7.755067887296244,8.907571501344814,6.962386564319127,3.9493301396060696,9.308190874065154,1331.1041358275447,Hot Desert,44.96
Blended Fabric A,181.15487408068518,3.2765756620021365,5.63512048220153,9.974217025011257,8.23889747290709,7.568134589064914,5.068114720245796,502.3275133194333,Hot Desert,53.3
Kevlar,348.85641530336125,8.418991039617236,7.49969751228107,8.693899451268237,4.485066216606723,2.0319688552776434,8.582087839352631,772.3442027466507,Cold Desert,61.58
Blended Fabric C,116.90000709824254,2.4331815460890343,7.758759337003952,7.3977100611965305,2.834368121663949,8.622310762988157,3.531653159754204,1199.8290958066739,Humid Coast,63.48
Acrylic,109.35027690264619,6.624671653838942,3.1476181937175713,8.229814807457629,4.547405621205512,5.127026340615868,6.817798487040031,1154.7131442329219,Jungle,62.9
Spandex,389.2141855098067,6.600893913700131,1.0507476115034882,4.7405998893119605,4.931360385676788,8.282484783769572,3.7462579670845346,530.278448627697,Hot Desert,65.32
Cotton,142.49188832512306,6.728005250638814,6.180379738901158,6.08546427661363,6.536109606864554,5.520141763194053,1.1523767523189221,1355.1403766215208,Humid Coast,51.75
Blended Fabric A,135.73365789475884,4.7194585964098215,7.934940826242111,9.820560838485559,9.560233417976077,9.094232797085567,2.4253650756922567,1375.988903713057,Hot Desert,56.93
Spandex,200.62397157324466,4.550703350826359,5.139180297596447,6.905580678697753,3.347520543847142,1.2065358649595022,2.27106572137518,688.1680659863218,Hot Desert,49.63
Blended Fabric B,324.64529953156216,1.9602106349434423,9.257187029993235,9.0579446194952,9.178811352399594,7.65648998742994,1.9629997433523938,685.2994784858718,Hot Desert,38.58
Kevlar,396.0637416835464,3.9973458105880595,6.267974877010559,8.014537488197996,9.28554475803081,7.79992953257224,7.070534008896138,725.6735839553194,Humid Coast,41.16
Blended Fabric C,110.13241883290554,8.955302877651363,5.893995779558969,1.3612154539144843,9.279119130939078,5.403717764531818,8.817302274049016,1292.4875335977674,Jungle,30.77
Wool,159.06132653574684,8.879930852188878,9.090919504468845,5.122619761319255,4.9603732088878205,2.5762657049753477,9.715697098220362,359.0507892706126,Jungle,62.38
Acrylic,291.43327044773577,3.185598727004029,9.448944499129508,1.0981629578601533,1.0517793609097117,5.543891212920396,5.392562139221248,286.87783175632023,Hot Desert,20.28
Nylon,211.73155365439567,9.01296572808132,1.0832852819526713,9.78642824529657,6.6195348786625825,2.366591010807481,1.4208401243004962,830.2532049108862,Humid Coast,61.99
Kevlar,176.37297184040295,3.2061894835106224,6.851550822152597,5.981760659045202,1.7017698116963036,5.738738798576579,8.1207078900697,167.73215668947026,Hot Desert,35.99
Acrylic,265.0581278232733,9.55562022343285,2.3332709595013807,9.942084994179837,6.798455793727092,6.107447795329565,5.637516617008768,84.2988409925535,Hot Desert,89.79
Blended Fabric A,397.135415295664,6.167098843966198,7.2424020056206935,7.101355802152766,8.386307526574571,9.497157391138416,6.929362883872481,740.3372348921519,Hot Desert,58.94
Blended Fabric B,86.21297916050099,3.5422230729474826,1.4786680732043453,9.1013927630289,7.527008465066219,9.96503653173621,3.7195413697475908,1323.80447924752,Hot Desert,60.48
Cotton,225.00013020915358,3.0031580015977157,7.645529487575286,9.137266740138699,3.1177755826783367,2.578513014762513,7.265997235043803,1466.6110859520027,Humid Coast,68.59
Nylon,171.06583649524765,4.77959881733007,4.458858719125345,8.668855162423409,7.942337009850014,6.300778912853682,3.474631993572129,1410.0833651969815,Humid Coast,48.26
Rayon,390.5525268613704,6.221053297378277,8.390734825272526,8.317948414550742,4.035958991502328,9.676186506615053,1.197473208378076,1164.6308177127505,Humid Coast,69.64
Nylon,188.4506250507913,6.832995290118748,6.060009248597895,7.853565787088713,8.795601294805472,6.427401123695931,8.343141277433112,502.81408503942004,Jungle,48.1
Blended Fabric B,217.81366065050887,7.09962939622705,2.6852225404485126,7.1231697293670235,4.546842837148606,8.160177465033687,1.3315223539297296,1018.574824852622,Cold Desert,41.69
Blended Fabric B,381.0993523601006,7.4203079820766344,8.16671706780953,9.141319142678515,7.075467264627891,3.6113827146397712,8.827964196251699,1133.9882732401638,Humid Coast,62.13
Rayon,153.85524956629007,7.355115531242409,4.543245580577578,2.06890671646558,7.871146088803138,2.5042311026590274,3.2760664614133423,1185.2659592741038,Jungle,33.98
Kevlar,278.5768507503619,6.993690564763299,8.036463476289807,2.645200272210679,3.7433182115299193,5.035027073123625,4.283569551144462,1475.2125876465502,Humid Coast,54.99
Spandex,194.19364900414615,3.655065351194713,7.814198725465349,3.075394913651648,6.282003856829542,2.7513648354119105,7.43318746959786,956.4261514412652,Jungle,39.22
Rayon,101.91906392405727,2.890949045545194,2.390143244981191,2.71505116257163,1.9271267122424565,6.058737112924655,6.340882663454991,1273.060145611315,Jungle,48.61
Blended Fabric C,275.4509663374521,6.502027122576577,7.627956779019421,3.9988380891327315,7.304283111893866,9.246104499818935,1.098059257228087,1311.6639096078547,Hot Desert,52.56
Rayon,225.89544758412006,8.671130208573741,8.41520914710966,9.027347303134503,9.463751133692735,5.024412610945827,6.907274297209062,616.1937387628548,Humid Coast,54.98
Rayon,218.11053139125423,7.687685213044084,5.5129667242739755,8.326537070035078,7.706966294765403,1.184306150119594,6.672143413955454,683.028128797457,Hot Desert,71.77
Kevlar,382.98844229604714,7.542468495447906,1.1068929166737962,2.048561036404669,9.314301429620697,8.638473960348527,5.375480191735572,944.6185072575249,Jungle,25.08
Blended Fabric C,333.70584067213565,6.429857022004959,7.253431349103236,4.374188542080981,4.873942058603325,2.869138746680111,9.532472886287847,1422.507679560533,Humid Coast,53.74
Rayon,379.37763814373886,6.987952473223409,3.111866823727673,7.84189469973242,3.9274858831753217,4.964335203685727,3.4691514746983274,664.251780695841,Humid Coast,64.9
Blended Fabric C,153.97306228925447,9.813699976756647,5.47302675259285,9.96469224216938,5.408073802551397,2.977761379456606,5.56707157063171,107.41357910866282,Hot Desert,83.46
Spandex,341.9360803822212,7.532384686248562,6.48844043898214,6.218508103033268,9.970553926715166,3.5019769061794412,8.017159288290202,893.0369168098033,Jungle,40.33
Cotton,237.90687799102096,1.1476578585425388,1.741259186274525,3.320286784568304,5.986018735170365,7.909944131741251,7.178458139334543,872.1861234477853,Jungle,30.05
Nylon,358.6222407219692,5.137952889324344,3.6932752504803696,6.664016033668515,7.22903496927678,4.586232203729699,1.2532895294132311,186.49067534323032,Jungle,45.05
Nylon,269.4462934534823,2.6533844690445267,3.0603366211975938,3.4600056376256303,1.344622475773184,2.5951174672626314,6.854499860625464,773.1398475016074,Jungle,53.37
Blended Fabric C,207.76812288498468,7.713683627304336,2.206744947594849,3.8261323922035135,2.0668684327808347,5.0939780416554825,5.968038518967859,356.18268144599097,Cold Desert,36.92
Rayon,310.1938661601674,1.1800464798355166,9.760623480355205,2.994465310681559,6.97510082904662,4.9127655361599025,1.5370647430339648,734.6662296199778,Humid Coast,33.2
Acrylic,353.4986265897179,7.591141626831082,1.7137222727804773,2.8824641508903857,3.8069891579345296,2.047669178183375,5.112091638230415,1477.2483267506766,Humid Coast,50.32
Nylon,317.4022938634142,7.146440179294116,8.649202915829242,2.9415114141904852,7.784436355237254,8.932197162751745,2.5435884068221846,552.8632186926054,Hot Desert,52.1
Nylon,315.97493715903954,5.471344724859862,1.4138417440573499,6.219153444541146,7.891720840308783,3.4378664978890057,7.003613964266087,563.1929828143539,Jungle,39.45
Wool,203.0610398181199,3.733853194160012,8.703230278888398,7.784544332668389,4.109042205758341,4.91168477453688,7.225330760878114,1226.0642318562384,Hot Desert,40.94
Acrylic,324.0551756724973,9.974846295768712,8.086677655878116,8.893107630485682,7.730491248413992,9.058915906804954,1.6866418898252191,1398.4008185233859,Humid Coast,63.79
Blended Fabric A,125.17951506550986,4.4092370378761485,7.055202503660311,4.255100965292737,6.220059178171287,6.335306163453782,6.2840001435223,817.8212317190979,Humid Coast,43.76
Wool,159.52074480072753,2.9980948084688883,5.939337971468916,9.15544571078704,9.214539634795578,1.4928739977324295,1.7190946085670418,405.4226328998981,Jungle,42.54
Wool,110.36453607656036,4.496170070560964,6.289528534221585,6.203459805395173,5.890867131327334,4.048047323987475,7.358101167849226,1248.4017144225534,Hot Desert,48.2
Kevlar,107.37131497582783,3.6669722598267085,2.236317891174125,5.2062285450446275,2.4034163618447044,5.165602818921796,2.98902603092183,1121.1601029204842,Jungle,55.58
Blended Fabric B,257.5188172262162,2.5253944742805103,1.0089267802266435,8.822800792583264,7.043750090326609,1.8904853984547105,6.9766513091547,936.8886324695179,Humid Coast,44.35
Acrylic,214.16259149619648,8.983627866241614,3.2063321790770614,4.584790513120449,3.9620387160534456,7.9408092613297026,9.248187756092854,1282.183463173334,Humid Coast,59.08
Rayon,303.08625613132324,7.759484120921804,9.84522285734517,1.0629170685925668,6.706435387927285,7.650743787579606,9.260443483814754,1331.574241067297,Jungle,41.73
Blended Fabric A,382.6532070213452,5.836412691223368,1.0622808602634408,1.0994895882730857,5.901751500560723,4.917450149775472,5.061205480289036,630.5868689545537,Cold Desert,22.97
Blended Fabric C,194.93451237433277,8.706042475867749,9.125783144124767,5.495515929990593,5.022442336285795,7.849185437939021,7.371743568758942,526.3759190644986,Hot Desert,61.29
Wool,164.7527680583937,2.1792565523106906,3.6525904819902224,3.3563940902271914,6.739402814980422,9.590464256093018,7.171693590974352,1393.641641693626,Humid Coast,31.12
Polyester,312.9208390627754,4.7265574619200725,3.9231505257703176,8.616496352256274,9.148539096361048,5.066942442858388,1.0815678836797997,1199.1700354143823,Hot Desert,62.17
Blended Fabric C,328.74937249419344,5.06592205656117,8.72170382117403,6.172602863849761,6.568643270958694,9.407749977176984,2.481543046354942,837.3851324806441,Jungle,51.1
Kevlar,127.39151993638565,2.690523660561135,9.413152480544753,6.496142753843927,9.02942319870833,4.991681659516747,6.37879011997045,96.53704267974322,Humid Coast,38.16
Nylon,260.49813547001224,1.1509994283899048,8.105402591412762,3.6588068584894495,5.072383674646932,5.82067256774342,9.9297743781559,193.81701296756515,Humid Coast,41.09
Acrylic,249.7901266560862,1.6201872604286396,6.705445241756122,3.5816899050442954,1.9339116954815863,2.6077773782660745,8.412429098938535,200.98090553422114,Cold Desert,66.88
Kevlar,142.4873987773508,2.460878758765108,2.8514058347536526,5.435046410676582,3.1400957900041417,1.8705965531730433,8.212607823224516,832.7410345989442,Humid Coast,51.52
Spandex,230.85755156229442,1.6152624988561888,6.223868772568826,4.0627433763818335,1.931756766671477,2.652794648815577,4.1113243436565385,1219.290808723752,Cold Desert,65.93
Nylon,115.09255087769546,5.643451058191158,6.028272675822383,1.8121718590067544,3.5603603128657184,3.3648763412282867,2.6759944851500377,507.67528444094796,Jungle,48.51
Blended Fabric B,288.4959305451131,9.896384305304569,6.706420907223239,4.249688054894076,7.011192710311091,6.143643289212187,8.620821375286102,951.7181134239006,Jungle,51.2
Blended Fabric C,313.26893667132197,6.86286830976415,1.848052800467809,7.257751098420668,7.523043910969488,9.941319409002645,7.240261930310133,1045.904073839746,Humid Coast,47.25
Wool,357.73533074723645,9.971512857650424,8.011403831776889,6.512503400720275,1.7105934423841136,7.540652185566648,7.377054117237554,1174.573814323676,Hot Desert,68.57
Blended Fabric B,363.74102186137173,6.741115561443873,9.579370030487816,9.824318641094923,1.0295361031214627,2.081927881247912,5.922300977261521,1435.9866679775728,Cold Desert,82.42
Rayon,261.5705392971264,2.5642134005070725,2.4674501800783553,7.874719823027245,6.32743910835668,5.938965090394866,5.191884309704647,1101.4452085434384,Cold Desert,47.84
Polyester,176.9465859826036,2.988259904583016,7.031792496834481,9.23259181649458,4.133416961296776,3.4520339725967384,3.0350316721205757,419.01181616011473,Jungle,64.17
Acrylic,270.96903283467316,3.527434617951301,6.534499254921141,1.7472911456131128,2.0391111290609114,5.8252773501725015,5.603778500284126,443.68939376993853,Cold Desert,58.5
Blended Fabric B,139.85509275761584,4.2459501176486745,5.99960535465162,8.804899922638281,4.7669587765009895,4.587408598968139,6.215836852286152,509.20835242119955,Hot Desert,51.61
Spandex,210.56327407921174,3.9143668110244754,6.270326426984089,3.713630817155802,6.735822667004194,4.306485602367621,8.74711342927418,969.1315683184367,Cold Desert,51.21
Kevlar,188.34016286711903,2.772937502550465,9.65192246304595,3.202695465389471,3.2269925708345086,9.495081012292262,9.108089694956647,410.92078061086977,Humid Coast,51.9
Acrylic,107.02853275291983,8.383252135562426,7.944023420337576,3.6520040952232433,1.8112508661034838,2.85794996029433,7.939509138158188,1448.8843316665186,Cold Desert,58.69
Kevlar,141.11424977286492,4.643158652755644,5.848052499834605,8.592488462236975,1.5437079252504478,6.370500604306262,7.453323294280155,1467.9431939701662,Cold Desert,68.2
Blended Fabric A,168.39274034088749,7.386212744904386,7.8695009643427944,7.5676194992655565,8.38129661156683,9.133569785922738,1.8858688209040624,201.9075936376223,Hot Desert,64.71
Nylon,98.73325502402494,4.611062628825453,8.378892206434703,2.1390852143258234,7.0465777462402075,1.0325427559441094,1.9876370249120494,558.7330013643059,Cold Desert,54.48
Kevlar,350.68853357987615,8.77663452830922,7.800136327895718,3.182316682560557,5.709223677159819,2.6576967297103424,3.531506050657997,798.2076736519971,Jungle,52.06
Acrylic,110.28940172596452,3.6702702786527754,9.3395921371473,4.862109860036993,9.449827065183829,9.92260487396922,5.739938435002744,467.6638141880333,Humid Coast,33.47
Cotton,130.97943536800477,3.2684217370486346,8.063919185493539,4.902813322588269,2.8138414328890007,6.86013170457092,7.594856752435145,231.35329720332518,Cold Desert,69.9
Blended Fabric C,196.88734145129828,3.1850180392787157,4.03674961941967,9.482063002606594,9.976387173358871,7.171498956376983,6.150770843101128,1077.2493764336107,Cold Desert,48.79
Blended Fabric C,316.4840779550446,1.7370327538000434,3.792640773580966,4.090882436107748,4.323290267351271,4.098824007863878,8.083830677052948,1134.0267684323485,Cold Desert,51.23
Cotton,305.48474222103033,8.577447675782372,5.85859170288432,3.90990789574074,5.307028435723174,5.610418757060068,4.605733397692251,1398.271615768874,Jungle,53.52
Polyester,139.56162115468305,3.6652884796127845,2.226073490540741,5.369228387071428,8.190792010351528,9.56063629764734,9.006167210288194,713.138186022922,Hot Desert,52.8
Wool,153.82275950356893,4.627080999387278,8.840643358780028,1.2627776981753271,5.794833453791269,8.855184681091192,2.098088864656844,1474.6919928291268,Humid Coast,38.7
Blended Fabric C,363.5584036682126,4.183053169554702,2.1942152350998643,2.416223577290816,7.310608465188437,8.836477089903497,6.769597184261091,1396.6512084730919,Hot Desert,48.67
Cotton,274.3387977348081,6.540535984499098,8.102976322848349,9.54178134237436,4.3904453854180305,6.194054415033561,1.7764584196019104,570.265626824857,Hot Desert,59.97
Polyester,347.2759413836963,5.620531619131091,7.579597359686121,1.1710666002310424,5.18043402665484,9.111858986472258,3.0188251837520657,95.70716869531374,Cold Desert,51.06
Spandex,305.4181826072305,5.090171561573226,5.139804821601393,7.028245371144876,3.289499274547441,7.767008124777797,2.378021778151601,623.8383776646822,Humid Coast,63.25
Spandex,345.07808231366323,8.123779640485498,7.49517039376928,4.23186745182752,2.1007388466435146,2.9515079592369156,8.783504331188364,1293.1304866923563,Cold Desert,58.0
Kevlar,104.31636860657332,5.831281767497105,6.838147404138102,7.395916393601709,6.794769115093872,7.930102509120538,4.235244186604074,310.1775195964491,Cold Desert,56.89
Polyester,83.83318063045259,4.152896848956001,1.8256964579197956,3.893398235111718,6.65389069449623,9.05030250028138,8.556449058914648,416.3776073384865,Hot Desert,51.55
Kevlar,377.213189532725,4.031461029837059,3.316318568904101,7.534778532137836,7.361207995986351,9.434116520680483,2.8478676180995555,1072.674302907076,Humid Coast,44.54
Wool,233.71779416230996,2.074516995391375,6.878313892850247,6.413200855225172,1.4394964026675576,3.876560403262805,4.555302690490774,409.68739079379844,Jungle,64.51
Kevlar,182.02300675393883,8.133624113057458,4.240981797324784,3.9103277971091797,9.47577824120426,1.3746764684305117,7.9055937607778475,750.4857175558075,Hot Desert,69.48
Acrylic,205.91063813228538,7.372381033049696,1.6294182795146335,9.358951830254929,4.1008840011873335,5.716041182058579,2.246334478866704,1421.0589132693492,Jungle,68.05
Blended Fabric A,327.12819613267607,3.4447701766975665,7.666784211627685,8.006291462046132,8.480691604148003,3.8159462133633952,7.1344593115147825,491.16726094415503,Jungle,44.65
Polyester,228.15157284662791,6.37789937074498,4.74255983287512,2.457846342368419,2.602265766448273,1.6981201653592106,6.562654117494956,1280.5256770319359,Humid Coast,54.46
Nylon,101.19664066827312,5.117202930726193,7.639486625513704,2.4193688024075617,3.4448618759427445,3.0880558115362646,4.591460968040387,376.24808167547815,Jungle,51.35
Polyester,313.1336315718221,6.499083236087702,1.7306353485252362,6.73971099621146,5.293694544032921,9.411090172364249,3.603738853936479,1102.9413085637818,Humid Coast,53.77
Blended Fabric A,150.88024992293995,9.129012624738426,5.420648803866428,7.109950302003721,2.312700029951541,3.3202352529277235,6.274964061435005,512.5895391413567,Jungle,75.76
Spandex,199.68166379945256,6.764984169796432,5.38430826502728,1.0414894237585135,6.847127541508456,4.7990940134516356,4.0752850644120056,186.51279081067415,Humid Coast,34.65
Nylon,151.6071333058731,9.418325494642561,4.892616772718921,1.3785926249365303,2.249350140189888,1.7112940815962085,6.299824511864902,320.60116277189877,Cold Desert,38.99
Blended Fabric C,198.4198601183922,8.234887394297793,3.8844067353882608,5.124389341571275,7.491569937380432,4.900160862375754,8.138939824118701,1009.4423165431641,Cold Desert,34.33
Cotton,241.27421621963606,9.70483110257974,6.954503468575531,9.144957033750924,2.608826531239579,5.349125406206367,9.177955028605455,517.7874890900555,Hot Desert,75.51
Acrylic,111.06479695157037,9.124040532475332,5.006909098592728,1.6636974862704461,8.915694333274786,3.2674619116820214,1.2002511294570268,246.92030307532883,Jungle,32.58
Polyester,392.89967652422234,2.003159256251651,5.157532433122858,2.6257289585277928,7.705328806914329,2.0625300978563272,3.158575736328006,334.7886530911535,Cold Desert,46.46
Nylon,243.54886437005393,1.5241910749432412,6.0705003753714815,8.177688993862084,2.1894057757389045,1.6544009291013255,2.6902699980181213,1131.8251680913597,Cold Desert,73.21
Blended Fabric B,252.99028926775964,3.245319051685915,3.990129357221735,9.69296511649008,3.165627040564471,9.114808809295797,6.224783540119629,228.77987623830933,Hot Desert,50.8
Wool,383.53558955548027,4.767090383236227,8.77047908310426,3.3078582518653694,6.1382993662033565,8.594668523817763,9.28619597052726,754.443882369386,Humid Coast,43.68
Blended Fabric B,80.9536418503459,3.2790097676205066,3.508408933722512,1.8414371048898772,3.51725512021279,3.8900982975232523,9.71889435611374,1019.4734518132146,Hot Desert,36.58
Polyester,396.17742742256297,2.379090882111501,5.284460745374361,6.823559863441444,1.5002257103566932,7.452989722748069,1.8988061762979092,253.40934746953155,Jungle,64.51
Wool,110.72558089074025,6.015576943001505,1.6009852439123495,1.1287655654195983,9.00664902916556,5.409245004440452,5.889606895362923,455.909768863887,Jungle,20.99
Kevlar,134.0379814879145,7.710812176460726,8.410142443634971,8.702882019273343,1.9598744568513702,6.019789603103136,8.278758728596294,235.91390790796302,Cold Desert,71.7
Polyester,390.1661581915284,9.601296030269847,4.711865410114828,8.385600288548382,5.889410574385738,5.60580298801457,1.4946765524078667,882.2633301790497,Humid Coast,65.51
Blended Fabric A,331.62148630376385,2.439361347187053,4.226045024202072,3.0988442498521223,3.8432375421007237,6.2158540914435285,4.283054320332231,863.0118353231858,Hot Desert,33.79
Blended Fabric A,100.66356681681498,2.6417250113676936,5.390574791300001,4.103707432857695,2.8356608557789,2.3193857220657046,6.9046400527948535,859.2484464656342,Cold Desert,58.81
Cotton,138.6409234328811,8.631869139354215,6.2012005530387055,3.3960087458174404,3.461978265116601,4.513423511294672,5.141144950001149,169.63237286847988,Humid Coast,59.81
Cotton,118.8931421837421,5.3511385872689345,4.446714098718296,5.610583758807485,8.987342653613549,9.901795058704955,1.1824423541448252,620.1971760015315,Humid Coast,36.03
Wool,184.51292168383264,6.841325583266695,9.930332833898145,6.820941599343494,2.0007223986094202,8.58638761258587,9.699916935632766,1083.137210883358,Cold Desert,75.68
Blended Fabric B,383.4880561105358,9.717148135442784,9.416050691492417,4.7063710207907254,8.107369065719622,6.88761423130654,2.6173599929702815,826.4966074318733,Cold Desert,51.43
Blended Fabric B,133.55931249284353,5.072230453729082,5.597046914639318,5.785380969229472,8.379103869860124,5.6560104863154566,3.0770553026230765,1011.5366704540714,Cold Desert,47.06
Wool,182.19893326024376,6.807753361158447,2.322441963514114,4.0773367412025765,9.183015365946707,9.201773468463138,6.1779212086875726,1068.4096182544047,Jungle,31.44
Rayon,386.7370193000405,5.408977962607925,6.054181629634309,4.740774099830473,1.6478374335078587,4.805231252039366,8.115646054447694,1217.0839720877166,Humid Coast,64.5
Rayon,96.46934565631011,5.744391306225705,1.9668203914336864,2.80667964849169,9.101948521425458,5.471121325867262,7.826904288069523,143.35695359658718,Humid Coast,25.47
Blended Fabric C,295.75688981258804,2.2006583315039197,3.9323609119511485,1.5809302452149492,6.862059467825594,9.738021331523067,8.443409420285466,1463.20351937097,Jungle,25.63
Nylon,353.66265798303317,6.194594758342084,5.66427080271889,4.656288397850448,8.36285405541292,2.6386085105022214,1.5060242424177388,1424.446042892779,Humid Coast,38.57
Blended Fabric C,392.5853830002726,7.559680328863893,3.956490277280449,7.280378587776792,8.360876414666146,3.208258503877923,7.938061149516237,1216.3359562619482,Jungle,47.47
Wool,93.41643340095473,2.837100561022879,2.80581768000455,1.5871640875793487,7.534066461896763,4.419774320125674,8.959475507084726,415.64810321451967,Humid Coast,23.11
Polyester,284.4855772565641,8.897184547046002,5.721589914574373,4.361721650311445,8.80313570624808,3.792217822188495,1.7148132966931882,695.3110558898479,Hot Desert,70.57
Acrylic,89.84986616112738,6.2729402049063285,6.350176436745125,9.356875870846434,3.5781833543051964,3.5095295188962656,4.964352862057103,567.526607133697,Humid Coast,72.65
Cotton,285.36066468209583,7.830289341156397,8.380376120788203,9.306830194607329,4.878430586061828,9.862276505243946,2.9409473206328745,1085.8294848236264,Cold Desert,66.72
Nylon,341.4081902991627,5.290934685457834,8.055447718261881,9.371518431829102,7.590648395260786,7.984848575964919,1.604578881392705,347.1886102368069,Jungle,56.39
Blended Fabric B,301.8198412119662,6.053041155799042,4.3027873605680504,1.3995010108622612,4.322223171677215,5.490215859606183,2.903135584481981,301.0483473470572,Cold Desert,39.26
Kevlar,267.489355400814,3.159261269690724,6.286505270105917,9.103059674868655,5.258559322192184,8.716511526284632,9.345443000799866,183.97134195877427,Cold Desert,66.52
